title,brand,product,price,description,bottle_capacity,vg,pg,formulation,made_in,url
GRAPE BUBBLEGUM COLLECTION - CANDY KING ON SALT - 30ML,CANDY KING,GRAPE BUBBLEGUM COLLECTION - CANDY KING ON SALT - 30ML,$10.99,"Grape Bubblegum Collection by Candy King On Salt is a nicotine salt blend of aromatic grapes and bubblegum to create a delicious mixture that will entice the taste buds.
Grape Bubblegum Collection - Candy King on Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/grape-bubblegum-candy-king-on-salt-30ml
TROPIC BUBBLEGUM COLLECTION - CANDY KING ON SALT - 30ML,CANDY KING,TROPIC BUBBLEGUM COLLECTION - CANDY KING ON SALT - 30ML,$10.99,"Tropic Bubblegum Collection by Candy King On Salt is a nic salt mix of tropical fruits like bananas, kiwis, mangoes, pineapples, and oranges to surprise the tongue.
Tropic Bubblegum Collection - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/tropic-bubblegum-candy-king-on-salt-30ml
STRAWBERRY WATERMELON BUBBLEGUM COLLECTION - CANDY KING ON SALT - 30ML,CANDY KING,STRAWBERRY WATERMELON BUBBLEGUM COLLECTION - CANDY KING ON SALT - 30ML,$10.99,"Strawberry Watermelon Bubblegum Collection by Candy King On Salt infuses a bubblegum chew with strawberries and watermelon to delight the tongue.
Strawberry Watermelon Bubblegum Collection - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/strawberry-watermelon-bubblegum-candy-king-on-salt
PINK LEMONADE BUBBLEGUM COLLECTION - CANDY KING ON SALT - 30ML,CANDY KING,PINK LEMONADE BUBBLEGUM COLLECTION - CANDY KING ON SALT - 30ML,$10.99,"Pink Lemonade Bubblegum Collection by Candy King On Salt combines notes of tangy pink lemonade infused in a bubblegum chew for a flavor that will delight the senses.
Pink Lemonade Bubblegum Collection - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/pink-lemonade-bubblegum-candy-king-on-salt-30ml
MELON BUBBLEGUM COLLECTION - CANDY KING ON SALT - 30ML,CANDY KING,MELON BUBBLEGUM COLLECTION - CANDY KING ON SALT - 30ML,$10.99,"Melon Bubbegum Collection by Candy King On Salt captures melon-infused bubblegum in a pool of carefully balanced nicotine salts to create a sweet and tasty eJuice.
Melon Bubblegum Collection - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/melon-bubblegum-candy-king-on-salt-30ml
BLUE RAZZ BUBBLEGUM COLLECTION - CANDY KING ON SALT - 30ML,CANDY KING,BLUE RAZZ BUBBLEGUM COLLECTION - CANDY KING ON SALT - 30ML,$10.99,"Blue Razz Bubblegum Collection by Candy King On Salt enhances a sweet pink bubblegum chew with notes of tangy blue raspberries that is sure to pucker the mouth.
Blue Razz Bubblegum Collection - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/blue-razz-bubblegum-candy-king-on-salt-30ml
STRAWBERRY WATERMELON BUBBLEGUM COLLECTION - CANDY KING - 120ML,CANDY KING,STRAWBERRY WATERMELON BUBBLEGUM COLLECTION - CANDY KING - 120ML,$14.99,"Strawberry Watermelon Bubblegum Collection by Candy King captures sun-kissed strawberries and watermelons bundled into a sweet chew.
Strawberry Watermelon Bubblegum Collection - Candy King - 120mL Features:
• Capacity: 2x 60mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/strawberry-watermelon-bubblegum-candy-king-e-liquid-120ml
PINK LEMONADE BUBBLEGUM COLLECTION - CANDY KING - 120ML,CANDY KING,PINK LEMONADE BUBBLEGUM COLLECTION - CANDY KING - 120ML,$14.99,"Pink Lemonade Bubblegum Collection by Candy King infuses a sweet bubblegum chew with pink lemonade for a sweetly sour vape juice that will dazzle the tastebuds.
Pink Lemonade Bubblegum Collection - Candy King - 120mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/pink-lemonade-bubblegum-candy-king-e-liquid-120ml
MELON BUBBLEGUM COLLECTION - CANDY KING - 120ML,CANDY KING,MELON BUBBLEGUM COLLECTION - CANDY KING - 120ML,$14.99,"Melon Bubblegum Collection by Candy King, acquiring the sweet nectar from succulent melons bursting at the seams to be combined with a sweet infusion of bubblegum chew.
Melon Bubblegum Collection - Candy King - 120mL Features:
• Capacity: 2x 60mL Unicorn Bottles
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/melon-bubblegum-candy-king-e-liquid-120ml
GRAPE BUBBLEGUM COLLECTION - CANDY KING - 120ML,CANDY KING,GRAPE BUBBLEGUM COLLECTION - CANDY KING - 120ML,$14.99,"Grape Bubblegum Collection by Candy King, capturing the vividly sweet table grape taste crossed with a bubble gum confectionary chew to create a delicious blend of fruity bubble gum.
Grape Bubblegum Collection - Candy King - 120mL Features:
• Capacity: 2x 60mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/grape-bubblegum-candy-king-e-liquid-120ml
BLUE RAZZ BUBBLEGUM COLLECTION - CANDY KING - 120ML,CANDY KING,BLUE RAZZ BUBBLEGUM COLLECTION - CANDY KING - 120ML,$14.99,"Blue Razz Bubblegum Collection by Candy King, a tangy and sweet blue raspberry infused bubblegum that changes from a mouth-puckering sour to a nice sweet that comes subtly in.
Blue Razz Bubblegum Collection - Candy King - 120mL Features:
• Capacity: 2x 60mL Unicorn Bottles
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/blue-razz-bubblegum-candy-king-e-liquid-120ml
FREEZE GRAPE CHEW - POD JUICE - 30ML,POD JUICE,FREEZE GRAPE CHEW - POD JUICE - 30ML,$10.99,"Dive into a bottle of Grape Chew ICE by Pod Juice, featuring a nicotine salt blend of grapes, sweet taffy, and menthol that will excite the taste buds.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Pod Juice E-Liquid - Grape Chew ICE Features:
30mL Unicorn Bottle
Child Resistant Cap
50% PG
50% VG
Made in USA
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Available in 35mg, 55mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/grape-chew-ice-salts-pod-juice
SUBLIMINAL - PROPAGANDA E-LIQUID - 100ML,FIND BRAND,SUBLIMINAL - PROPAGANDA E-LIQUID - 100ML,$11.99,"Try Subliminal by Propaganda E-Liquid, a sweet and sour fusion of raspberry sour belts for a delicious vape juice that will tantalize the taste buds.
Propaganda E-Liquid - Subliminal Features:
100mL Chubby Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/subliminal-propaganda
COTN CLOUDS SALTS - INNEVAPE E-LIQUIDS - 30ML,INNEVAPE,COTN CLOUDS SALTS - INNEVAPE E-LIQUIDS - 30ML,$10.99,"Discover COTN Clouds SALTS by Innevape E-Liquids, blending together nicotine salts enhanced with a frenzy of fruit juices and cotton candy.
Innevape E-Liquids - COTN Clouds SALTS Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
60% PG
40% VG
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available in 24mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/carousel-salt-innevape
COTN CLOUDS - INNEVAPE E-LIQUIDS - 100ML,INNEVAPE,COTN CLOUDS - INNEVAPE E-LIQUIDS - 100ML,$13.99,"Check out COTN Clouds (Formerly Carousel) by Innevape E-Liquids, capturing notes of sweet fruit juices followed by a delectable cotton candy flavor, tantalizing the tongue.
Innevape E-Liquids - COTN Clouds Features:
100mL Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/carousel-innevape
SEA KING - BORA SERIES - SHIJIN VAPOR - 100ML,SHIJIN VAPOR,SEA KING - BORA SERIES - SHIJIN VAPOR - 100ML,$13.99,"Discover Bora Series - Sea King by Shijin Vapor, melting down sweet white gummy bears for a delicious candied pineapple flavor for a tropical vape juice.
Gummy Series - Sea King by Shijin Vapor Features:
100mL Chubby Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/sea-king-shijin-vapor
WATERMELON RINGS - GUMMY SERIES - SHIJIN VAPOR - 100ML,SHIJIN VAPOR,WATERMELON RINGS - GUMMY SERIES - SHIJIN VAPOR - 100ML,$11.99,"Delight in Gummy Series - Watermelong Rings by Shijin Vapor, mixing summertime watermelons into gummy confectionery treats for a satisfying vape juice.
Gummy Series - Watermelon Rings by Shijin Vapor Features:
100mL Chubby Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/watermelon-rings-shijin-vapor
PEACH RINGS - GUMMY SERIES - SHIJIN VAPOR - 100ML,SHIJIN VAPOR,PEACH RINGS - GUMMY SERIES - SHIJIN VAPOR - 100ML,$13.99,"Try out Gummy Series - Peach Rings by Shijin Vapor, blending luscious peaches into a gummy treat for a delicious vape juice that will evoke the senses.
Gummy Series - Peach Rings by Shijin Vapor Features:
100mL Chubby Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/peach-rings-shijin-vapor
APPLE RINGS - GUMMY SERIES - SHIJIN VAPOR - 100ML,SHIJIN VAPOR,APPLE RINGS - GUMMY SERIES - SHIJIN VAPOR - 100ML,$13.99,"Shop Gummy Series - Apple Rings by Shijin Vapor, capturing a crisp apple packed into a gummy chew for a sweet vape juice that tantalizes the taste buds.
Gummy Series - Apple Rings by Shijin Vapor Features:
100mL Chubby Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/apple-rings-shijin-vapor
STRAWBERRY CHEW - THE FINEST CANDY EDITION SALT NIC - 30ML,FIND BRAND,STRAWBERRY CHEW - THE FINEST CANDY EDITION SALT NIC - 30ML,$10.99,"Shop Sweet & Sour - Strawberry Chew by Finest SALTNIC, a strawberry chew enhanced with a sour profile that will tantalize the tongue in nicotine salt form.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Sweet and Sour - Strawberry Chew - The Finest SALTNIC Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Made in USA
Available nicotine: 30mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/strawberry-chew-finest-saltnic
COTTON CLOUDS - THE FINEST CANDY EDITION SALT NIC - 30ML,FIND BRAND,COTTON CLOUDS - THE FINEST CANDY EDITION SALT NIC - 30ML,$10.99,"Try out Sweet & Sour - Cotton Clouds by Finest SALTNIC, a nicotine salt blend capturing the flavor of sweet cotton fluff enhanced a zesty sour twist.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Sweet and Sour - Cotton Clouds - The Finest SALTNIC Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Made in USA
Available nicotine: 30mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/cotton-clouds-finest-saltnic
COTTON CLOUDS - THE FINEST CANDY EDITION - 120ML,FIND BRAND,COTTON CLOUDS - THE FINEST CANDY EDITION - 120ML,$14.99,"Discover the mouthpuckering blend of Sweet & Sour - Cotton Clouds by The Finest E-Liquid, capturing a sweet cotton fluff augmented with a sour change-up.
Sweet and Sour - Cotton Clouds - The Finest E-Liquid Features:
60mL Chubby Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Made in USA
Available nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/cotton-clouds-finest
MAGIC MAN - ONE HIT WONDER SALTS - 30ML,ONE HIT WONDER,MAGIC MAN - ONE HIT WONDER SALTS - 30ML,$10.99,"Refill your vape with Magic Man by One Hit Wonder SALTS, a mystical blend of sliced watermelon fruit packed into a gummy for pure blissful enjoyment.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Magic Man - One Hit Wonder SALTS Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
60% VG
40% PG
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available in 25mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/magic-man-one-hit-wonder-salts
CANDY ROLL-UPS - SALT BAE 50 - 30ML,SALT BAE,CANDY ROLL-UPS - SALT BAE 50 - 30ML,$10.99,"Shop Candy Roll-Ups by Salt Bae 50, a delightful blend of sweet strawberries and tangy lemon-lime infused into a nicotine salt base that will pucker the mouth.
CANDY ROLL-UPS - SALT BAE 50 - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Candy Roll-Ups - Salt Bae 50 - 30mL
AVAILABLE OPTIONS:
• 25mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/juicy-roll-ups-saltbae50
ICED OUT - PENNYWISE - BAD SALT - 30ML,FIND BRAND,ICED OUT - PENNYWISE - BAD SALT - 30ML,$9.99,"Refresh the senses with ICED OUT - Pennywise by Bad SALT, combining notes of fresh strawberries and sweet sliced watermelons stuffed into a bubblegum base enhanced with uplifting menthol.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Bad SALT - ICED OUT - Pennywise Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% PG
50% VG
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available in 25mg, 45mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/iced-out-pennywise-bad-salt-30ml
BERRY BLOW DOE - HUMBLE JUICE CO. - 120ML,HUMBLE JUICE CO.,BERRY BLOW DOE - HUMBLE JUICE CO. - 120ML,$14.99,"Berry Blow Doe by Humble Juice Co Eliquid is a mouthwatering explosion of bubblegum lollipop infused with blueberry and raspberry flavorings.
Humble Juice Co - Sweater Puppets Features:
120mL Chubby Gorilla Bottle
Child Resistant Cap
80% VG
20% PG
Synthetic Nicotine Formulation
Made in USA
Available Nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/berry-blow-doe-humble-juice-co-120ml
PENNYWISE - BAD SALT - 30ML,FIND BRAND,PENNYWISE - BAD SALT - 30ML,$10.99,"Indulge in the delicious flavor of Pennywise by Bad SALTS, capturing the delicious flavors of sweet strawberries and juicy watermelons added to a delicious bubblegum chew.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Bad SALT - Pennywise Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% PG
50% VG
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available in 25mg, 45mg 
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/pennywise-bad-salt
DROOLY - BAD DRIP LABS - 60ML,BAD DRIP LABS,DROOLY - BAD DRIP LABS - 60ML,$11.99,"Taste the flavor of Drooly by Bad Drip Labs, an exquisite take on jawbreaker confectionery enhanced with vivid grape overtones, followed by a contrastingly sweet berry mixture.
Drooly - Bad Drip Labs Features:
60mL Unicorn Bottle
Child Resistant Cap
75% VG
25% PG
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/drooly-bad-drip-labs-60ml
DROOLY - BAD SALT - 30ML,FIND BRAND,DROOLY - BAD SALT - 30ML,$10.99,"Taste the flavors of Drooly by Bad SALT, utilizing sweet table grapes, delectable mixed berries, infused into a gobdropper confection that will tantalize the taste buds.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Bad SALT - Drooly Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% PG
50% VG
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available in 25mg, 45mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/drooly-bad-salt
SWEET TOOTH - BAD DRIP LABS - 60ML,BAD DRIP LABS,SWEET TOOTH - BAD DRIP LABS - 60ML,$11.99,"Revel in the saccharine flavors of Sweet Tooth by Bad Drip Labs, taking sweet spun cotton sugar enhanced with tangy raspberries for a delicious flavor.
Sweet Tooth - Bad Drip Labs Features:
60mL Unicorn Bottle
Child Resistant Cap
75% VG
25% PG
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/sweet-tooth-bad-drip-labs-60ml
SWEET TOOTH - BAD SALT - 30ML,FIND BRAND,SWEET TOOTH - BAD SALT - 30ML,$10.99,"Lose yourself in the delicious flavors of Sweet Tooth by Bad SALTS, capturing notes of sweet saccharine cotton fluff augmented with the tangy finish of raspberries that will satiate any sweet tooth.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Bad SALT - Sweet Tooth Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% PG
50% VG
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available in 25mg, 45mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/sweet-tooth-bad-salt
PENNYWISE - BAD DRIP LABS - 60ML,BAD DRIP LABS,PENNYWISE - BAD DRIP LABS - 60ML,$11.99,"Relax with Pennywise by Bad Drip Labs, an explosion of fruity flavor accented with notes of sliced strawberries and luscious watermelon folded into chewy bubblegum.
Pennywise - Bad Drip Labs Features:
60mL Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/pennywise-bad-drip-labs
LAFFY - BAD SALT - 30ML,FIND BRAND,LAFFY - BAD SALT - 30ML,$9.99,"Find your new flavor in Laffy by Bad SALT, a mixture of sweet blueberries, tasty grapes, folded into a chewy confection that will arouse the taste buds.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Bad SALT - Laffy Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% PG
50% VG
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available in 25mg, 45mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/laffy-bad-salt
CARAMELIZED APPLE - THE PANCAKE HOUSE - GOST VAPOR - 100ML,FIND BRAND,CARAMELIZED APPLE - THE PANCAKE HOUSE - GOST VAPOR - 100ML,$12.99,"Savor the indulgent flavor of The Pancake House - Caramelized Apple by GOST Vapor, topping a stack of fluffy buttermilk pancakes with the crisp taste of an apple coated in the gooey sweetness of caramel.
GOST Vapor - Caramelized Apple Features:
100mL Chubby Unicorn Bottle
Child Resistant Cap
80% VG
20% PG
Made In USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/caramel-apple-the-pancake-house
ICED DEW BERRY - HI-DRIP SALTS - 30ML,HI-DRIP,ICED DEW BERRY - HI-DRIP SALTS - 30ML,$10.99,"Grab a bottle of ICED Dew Berry by Hi-Drip SALTS (formerly ICED Honeydew Strawberry), combining the fragrances of tasty honeydew melon melded with sweet strawberry, touched with a hint of menthol to create a nicotine salt variant of a fruit candy chew.
Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in pod-based, closed systems devices, and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Hi-Drip SALTS - Honeydew Strawberry Features:
30mL Unicorn Bottle
Child Resistant Cap
50% PG
50% VG
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available in 20mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/iced-dew-berry-hi-drip-salts
