tag,title,display_type,color_display,touch_screen,curved_screen,battery_indicator,eliquid_indicator,smart_display,digital_display,hd_display,animated,backlit,link
ijoy-uranus-25000,iJoy Uranus 25000,False,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/ijoy-uranus-25000/
firerose-upload-25k-kit,Firerose Upload 25K KIT,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/firerose-upload-25k-kit/
firerose-upload-25k-pod,Firerose Upload 25K POD,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/firerose-upload-25k-pod/
geek-bar-skyview-25k,Geek Bar Skyview 25K,True,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/geek-bar-skyview-25k/
oxbar-pod-juice-30k-magic-maze-2,OXBAR & Pod Juice 30K Magic Maze 2,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/oxbar-pod-juice-30k-magic-maze-2/
geek-bar-pulse-x,Geek Bar Pulse X,False,False,False,True,True,True,False,False,False,False,False,https://perfectvape.com/geek-bar-pulse-x/
equator-eq30000,Equator EQ30000,False,False,False,False,True,True,False,False,False,True,False,https://perfectvape.com/equator-eq30000/
lost-mary-mo20000-pro,Lost Mary MO20000 PRO Rechargeable Disposable Vape,False,False,False,False,True,True,False,False,True,True,False,https://perfectvape.com/lost-mary-mo20000-pro/
raz-dc25000,RAZ DC25000,False,False,False,False,True,True,False,False,True,True,False,https://perfectvape.com/raz-dc25000/
chris-brown-cb15k,Chris Brown CB15K Rechargeable Disposable Vape,False,False,False,False,False,True,False,True,False,False,False,https://perfectvape.com/chris-brown-cb15k/
north-ft12000,North FT12000,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/north-ft12000/
mtrx-mx-25000,MTRX MX 25000,False,False,False,False,True,True,False,False,True,False,False,https://perfectvape.com/mtrx-mx-25000/
rama-tl16000,RAMA TL16000,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/rama-tl16000/
viho-supercharge-20k,VIHO Supercharge 20K,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/viho-supercharge-20k/
taijizen-judo-24000,TaijiZen Judo 24000,False,False,True,False,True,True,False,False,False,False,False,https://perfectvape.com/taijizen-judo-24000/
ijoy-bar-sd22000,iJoy Bar SD22000 Rechargeable Disposable Vape,False,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/ijoy-bar-sd22000/
luffbar-dually-20000,LUFFBAR Dually 20000,False,False,False,False,True,True,False,True,False,False,False,https://perfectvape.com/luffbar-dually-20000/
digiflavor-x-geek-bar-lush-20k,DigiFlavor x Geek Bar LUSH 20K Disposable Vape,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/digiflavor-x-geek-bar-lush-20k/
movement-lv18000,MOVEMENT LV18000,True,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/movement-lv18000/
lightrise-tb-18000,LightRise TB 18000 Rechargeable Disposable Vape,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/lightrise-tb-18000/
lost-mary-mt15000-turbo,Lost Mary MT15000 Turbo Disposable Vape,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/lost-mary-mt15000-turbo/
off-stamp-sw9000-pod,Off-Stamp SW9000 Pod,True,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/off-stamp-sw9000-pod/
spaceman-prism-20k,Spaceman Prism 20K,False,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/spaceman-prism-20k/
chipmunk-kn10000,Chipmunk KN10000,False,False,False,False,True,True,False,False,True,True,False,https://perfectvape.com/chipmunk-kn10000/
nexa-n20000,NEXA N20000,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/nexa-n20000/
off-stamp-sw9000-kit,Off-Stamp SW9000 Kit,True,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/off-stamp-sw9000-kit/
mtrx-12k,MTRX 12K,False,False,False,False,True,True,False,False,True,True,False,https://perfectvape.com/mtrx-12k/
so-soul-nola-bar-12000,So Soul NOLA Bar 12000,False,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/so-soul-nola-bar-12000/
crazyace-b15000-dual-tank-2-x-8ml,CRAZYACE B15000 Dual Tank 2 x 8ml Disposable Vape,False,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/crazyace-b15000-dual-tank-2-x-8ml/
archer-12000,VAPMOD Archer 12000 Disposable Vape,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/archer-12000/
priv-bar-turbo-15000,PRIV Bar Turbo 15000,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/priv-bar-turbo-15000/
lost-vape-orion-bar-10000,Lost Vape Orion Bar 10000 Disposable Vape - 20ml,True,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/lost-vape-orion-bar-10000/
yo-bar-vd8500,YO BAR VD8500,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/yo-bar-vd8500/
czar-cz9000,Czar CZ9000 Disposable Vape,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/czar-cz9000/
ijoy-captain-10000,IJOY Captain 10000 Rechargeable Disposable Vape,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/ijoy-captain-10000/
niko-bar-7000,NIKO Bar 7000,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/niko-bar-7000/
yovo-jb8000-smart,Yovo JB8000 Smart,False,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/yovo-jb8000-smart/
pod-juice-x-oxbar-magic-maze-pro-10k,Pod Juice x OXBAR Magic Maze Pro 10K,True,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/pod-juice-x-oxbar-magic-maze-pro-10k/
oxbar-magic-maze-pro-10k,OXBAR Magic Maze Pro 10K,True,False,False,False,True,True,True,False,False,False,False,https://perfectvape.com/oxbar-magic-maze-pro-10k/
geek-bar-pulse-15000,Geek Bar Pulse,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/geek-bar-pulse-15000/
fifty-bar-6500,Fifty Bar 6500,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/fifty-bar-6500/
horizon-binaries-sv15000,Horizon Binaries SV15000 - 600mAh Rechargeable Disposable Vape,True,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/horizon-binaries-sv15000/
spree-bar-reusable-battery,Spree Bar Reusable Battery,False,False,False,False,True,False,False,False,False,False,False,https://perfectvape.com/spree-bar-reusable-battery/
spree-bar-6000-flavor-pod,Spree Bar 6000 Flavor Pod,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/spree-bar-6000-flavor-pod/
spree-bar-6000-starter-kit,Spree Bar 6000 Starter Kit,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/spree-bar-6000-starter-kit/
happy-ultra-9000,Happy Ultra 9000 Rechargeable Disposable Vape,False,False,False,False,True,True,False,False,False,False,False,https://perfectvape.com/happy-ultra-9000/
