tag,main_brand,product,display_type,color_display,touch_screen,curved_screen,battery_indicator,eliquid_indicator,smart_display,digital_display,hd_display,animated,backlit,url
fume-infinity-bluerazz-pomegranate,Fume Infinity 3500,Bluerazz Pomegranate,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fume-infinity-bluerazz-pomegranate
eb-design-bc5000-cuba-cigar,EB Design BC5000,Cuba Cigar,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/eb-design-bc5000-cuba-cigar
bidi-stick-500-arctic,Bidi Stick 500,Arctic,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/bidi-stick-500-arctic
fume-pouches-cool-mint,,Cool Mint,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-pouches-cool-mint
pod-2500-mesh-aloe-grape,Pod 2500,Aloe Grape,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-2500-mesh-aloe-grape
hyde-x-3000-cool-mint,Hyde,Cool Mint,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/hyde-x-3000-cool-mint
pop-hit-bar-4000-blue-raz-slushy,Pop HIT Bar 4000,Blue Raz Slushy,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-bar-4000-blue-raz-slushy
kado-bar-kb10000-frozen-bananas,,Frozen Bananas,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/kado-bar-kb10000-frozen-bananas
lost-mary-os5000-blueberry-watermelon-1,Lost Mary OS5000,Blueberry Watermelon,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-blueberry-watermelon-1
orgnx-salt-banana-ice,ORGNX Salt,Banana Ice,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/orgnx-salt-banana-ice
air-bar-ab5000-blueberry-kiwi-ice-1,,Blueberry Kiwi Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-ab5000-blueberry-kiwi-ice-1
pod-juice-salt-frozen-strawberry,Pod Juice Salt,Frozen Strawberry Freeze,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-juice-salt-frozen-strawberry
pod-juice-salt-blue-razz-lemonade-freeze,Pod Juice Salt,Blue Razz Lemonade Freeze,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-juice-salt-blue-razz-lemonade-freeze
svl-bx12000-blue-razz-ice-1,,Blue Razz Ice,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/svl-bx12000-blue-razz-ice-1
fume-infinity-cotton-candy,Fume Infinity 3500,Cotton Candy,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fume-infinity-cotton-candy
hyde-n-bar-blue-razz-ice,Hyde,Blue Razz Ice,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hyde-n-bar-blue-razz-ice
pod-mesh-flo-cotton-carnival,Pod Mesh FLO,Cotton Carnival,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-mesh-flo-cotton-carnival
air-bar-box-energy-drinks,Air Bar Box 3000,Energy Drinks,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-box-energy-drinks
tyson-2-0-heavy-weight-7000-apple-melonberry,,Apple Melonberry,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/tyson-2-0-heavy-weight-7000-apple-melonberry
air-bar-lux-blueberry-kiwi-ice,Air Bar Lux,Blueberry Kiwi Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-lux-blueberry-kiwi-ice
north-5000-zero-blue-raspberry,,Blue Raspberry 0%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/north-5000-zero-blue-raspberry
lost-vape-orion-bar-7500-euphoria-pudding,Lost Vape Orion Bar 7500,Euphoria Pudding,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-vape-orion-bar-7500-euphoria-pudding
lost-vape-orion-bar-7500-blueberry-rose-mint,Lost Vape Orion Bar 7500,Blueberry Rose Mint,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-vape-orion-bar-7500-blueberry-rose-mint
air-bar-box-blueberry-raspberry,Air Bar Box 3000,Blueberry Raspberry,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-box-blueberry-raspberry
north-ft12000-cactus-jack,,Cactus Jack,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/north-ft12000-cactus-jack
kado-bar-kb10000-frozen-blue-razz,,Frozen Blue Razz,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/kado-bar-kb10000-frozen-blue-razz
air-bar-mini-2000-creamy-coffee,Air Bar Mini 2000,Creamy Coffee,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-mini-2000-creamy-coffee
funky-republic-ti7000-blue-red-mint,,Blue Red Mint,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/funky-republic-ti7000-blue-red-mint
hyde-rebel-pro-blue-razz-cloudz,Hyde,Blue Razz Cloudz,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/hyde-rebel-pro-blue-razz-cloudz
fogx-box-6000-aloe-lychee-ice,Fog X Box 6000,Aloe Lychee Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fogx-box-6000-aloe-lychee-ice
lost-mary-os5000-cranberry-soda,Lost Mary OS5000,Cranberry Soda / Cranberry Qi,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-cranberry-soda
pod-5500-frozen-sour-apple,Pod 5500,Frozen Sour Apple,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-5500-frozen-sour-apple
hqd-cuvie-plus-big-smoke,HQD Cuvie Plus,Big Smoke (Dew),False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-plus-big-smoke
eb-design-bc5000-blueberry-energize,EB Design BC5000,Blueberry Energize,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/eb-design-bc5000-blueberry-energize
air-bar-mini-2000-black-dragon-ice-1,Air Bar Mini 2000,Black Dragon Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-mini-2000-black-dragon-ice-1
lost-mary-os5000-berry-crush-ice,Lost Mary OS5000,Berry Crush Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-berry-crush-ice
modus-x-kado-bar-kb10000-bomb-pop-1,,Bomb Pop,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/modus-x-kado-bar-kb10000-bomb-pop-1
pod-5500-aloe-grape,Pod 5500,Aloe Grape,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-5500-aloe-grape
geek-bar-pulse-15000-california-cherry-1,,California Cherry,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/geek-bar-pulse-15000-california-cherry-1
rabbeats-rc10000-touch-cherry-lemon,,Cherry Lemon,True,False,True,False,True,True,True,False,False,False,False,https://getpop.co/products/rabbeats-rc10000-touch-cherry-lemon
flum-pebble-6000-blue-razz-icy,Flum Pebble 6000,Blue Razz Icy,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/flum-pebble-6000-blue-razz-icy
flum-pebble-6000-black-icy,Flum Pebble 6000,Black Icy,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/flum-pebble-6000-black-icy
elf-bar-bc5000-blue-razz-ice,Elf Bar BC5000,Blue Razz Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/elf-bar-bc5000-blue-razz-ice
bliss-bar-5000-clear,Bliss Bar 5000,Clear,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/bliss-bar-5000-clear
hyppe-max-flow-supreme-banana-berry,Hyppe Max Flow,Banana Berry,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyppe-max-flow-supreme-banana-berry
kado-bar-br5000-blueberry-mint,Kado Bar BR5000,Blueberry Mint,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/kado-bar-br5000-blueberry-mint
pop-hit-extra-3000-tfn-chilled-mango-berries,Pop HIT Extra,Chilled Mango Berries,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-extra-3000-tfn-chilled-mango-berries
hyde-edge-recharge-cola-ice,Hyde,Cola Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyde-edge-recharge-cola-ice
friobar-db7000-cool-mint,,Cool Mint,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/friobar-db7000-cool-mint
fume-extra-blueberry-c-c,Fume Extra,Blueberry C C,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-extra-blueberry-c-c
pod-pocket-7500-berry-watermelon-ice,,Berry Watermelon Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/pod-pocket-7500-berry-watermelon-ice
air-bar-nex-6500-blueberry-dragonfruit,Air Bar Nex 6500,Blueberry Dragonfruit,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-nex-6500-blueberry-dragonfruit
hyde-edge-recharge-aloe-grape,Hyde,Aloe Grape,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyde-edge-recharge-aloe-grape
fume-unlimited-7000-blueberry-lemonade,Fume Unlimited 7000,Blueberry Lemonade,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fume-unlimited-7000-blueberry-lemonade
oxbar-magic-maze-2-big-melons,,Big Melons (Leo),False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/oxbar-magic-maze-2-big-melons
fume-extra-fresh-lychee,Fume Extra,Fresh Lychee,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-extra-fresh-lychee
fume-eternity-20000-candy-strawberry,,Candy Strawberry,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/fume-eternity-20000-candy-strawberry
eb-design-te6000-clear,,Clear 4%,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/eb-design-te6000-clear
pod-2500-mesh-blueberry-muffin,Pod 2500,Blueberry Muffin,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-2500-mesh-blueberry-muffin
pod-5500-banana-frost,Pod 5500,Banana Frost,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-5500-banana-frost
kado-bar-pod-king-pk5000-bubble-berry,,Bubble Berry,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/kado-bar-pod-king-pk5000-bubble-berry
tyson-round-2-apple-melonberry,,Apple Melonberry,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/tyson-round-2-apple-melonberry
esco-bars-mesh-2500-blueberry-ambrosia,Esco Bars Mesh 2500,Blueberry Ambrosia,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-2500-blueberry-ambrosia
north-5000-zero-blueberry-watermelon,,Blueberry Watermelon 0%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/north-5000-zero-blueberry-watermelon
flum-pebble-6000-arctic-icy,Flum Pebble 6000,Arctic Icy,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/flum-pebble-6000-arctic-icy
oxbar-magic-maze-2-clear-emerald,,Clear Emerald (Scorpio II),False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/oxbar-magic-maze-2-clear-emerald
air-bar-atron-5000-frozen-watermelon,,Frozen Watermelon,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-atron-5000-frozen-watermelon
puff-flow-banana-ice,Puff Flow,Banana Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/puff-flow-banana-ice
puff-flow-blue-razz,Puff Flow,Blue Razz,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/puff-flow-blue-razz
flum-pebble-6000-blanco-grapefruit,Flum Pebble 6000,Blanco Grapefruit,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/flum-pebble-6000-blanco-grapefruit
bliss-bar-5000-blueberry-on-ice,Bliss Bar 5000,Blueberry on Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/bliss-bar-5000-blueberry-on-ice
lost-mary-os5000-berry-passion-fruit-grape,Lost Mary OS5000,Berry Passion Fruit Grape,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-berry-passion-fruit-grape
modus-x-kado-bar-kb10000-chilled-white-gummy-1,,Chilled White Gummy,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/modus-x-kado-bar-kb10000-chilled-white-gummy-1
geek-bar-meloso-max-9000-cool-mint,,Cool Mint,True,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/geek-bar-meloso-max-9000-cool-mint
elf-bar-airo-max-5000-florida-crush,Elf Bar Airo Max 5000,Florida Crush (Peach Mango),False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/elf-bar-airo-max-5000-florida-crush
fume-unlimited-7000-bluerazz-pomegranate,Fume Unlimited 7000,Bluerazz Pomegranate,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fume-unlimited-7000-bluerazz-pomegranate
lost-mary-os5000-forest-mint-4-percent,Lost Mary OS5000,Forest Mint 4%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-forest-mint-4-percent
raz-dc25000-blueberry-watermelon,,Blueberry Watermelon,False,False,False,False,True,True,False,False,True,False,False,https://getpop.co/products/raz-dc25000-blueberry-watermelon
tyson-round-2-frozen-peach,,Frozen Peach,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/tyson-round-2-frozen-peach
hyde-pod-juice-salt-aloe-berry-grape-freeze,Hyde,Aloe Berry Grape Freeze,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hyde-pod-juice-salt-aloe-berry-grape-freeze
vgod-saltnic-berry-bomb-50mg,VGOD SaltNic,Berry Bomb 5%,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/vgod-saltnic-berry-bomb-50mg
fume-unlimited-7000-black-ice,Fume Unlimited 7000,Black Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fume-unlimited-7000-black-ice
space-mary-sm8000-blue-gummy-1,,Blue Gummy,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/space-mary-sm8000-blue-gummy-1
esco-bars-mesh-2500-blue-razzleberry-pomegranate,Esco Bars Mesh 2500,Blue Razzleberry Pomegranate,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-2500-blue-razzleberry-pomegranate
lost-mary-mo5000-black-duo-ice,Lost Mary MO5000,Black Duo Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/lost-mary-mo5000-black-duo-ice
tyson-2-0-heavy-weight-7000-coconut,,Coconut,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/tyson-2-0-heavy-weight-7000-coconut
lost-mary-os5000-acai-berry-storm-ice,Lost Mary OS5000,Acai Berry Storm Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-acai-berry-storm-ice
lost-mary-mo5000-blackcurrant-mint,Lost Mary MO5000,Blackcurrant Mint,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/lost-mary-mo5000-blackcurrant-mint
eb-design-te6000-apple-peach,,Apple Peach 4%,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/eb-design-te6000-apple-peach
fume-infinity-plus-4500-black-ice-1,,Black Ice,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/fume-infinity-plus-4500-black-ice-1
pod-5500-chilled-blue-razz,Pod 5500,Chilled Blue Razz,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-5500-chilled-blue-razz
air-bar-diamond-500-blueberry-ice,Air Bar Diamond 500,Blueberry Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-diamond-500-blueberry-ice
pod-juice-salt-blue-razz-slushy,Pod Juice Salt,Blue Razz Slushy,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-juice-salt-blue-razz-slushy
rare-palm-10000-cherry-bomb-1,,Cherry Bomb,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/rare-palm-10000-cherry-bomb-1
fifty-bar-6500-cinnamon-funnel-cake,,Cinnamon Funnel Cake,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fifty-bar-6500-cinnamon-funnel-cake
geek-bar-skyview-25k-cherry-lemon-mint,,Cherry Lemon Mint,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/geek-bar-skyview-25k-cherry-lemon-mint
air-bar-mini-2000-black-ice,Air Bar Mini 2000,Black Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-mini-2000-black-ice
elf-bar-airo-max-5000-banana-pineapple,Elf Bar Airo Max 5000,Banana Pineapple,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/elf-bar-airo-max-5000-banana-pineapple
pop-hit-bar-4000-dewberry,Pop HIT Bar 4000,Dewberry,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-bar-4000-dewberry
lost-mary-os5000-cherry-banana-duo-ice,Lost Mary OS5000,Cherry Banana Duo Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-cherry-banana-duo-ice
tyson-2-0-heavy-weight-7000-apple-gummies,,Apple Gummies,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/tyson-2-0-heavy-weight-7000-apple-gummies
hqd-cuvie-plus-cinna-and-milk-1,HQD Cuvie Plus,Cinna and Milk,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-plus-cinna-and-milk-1
air-bar-ab5000-cranberry-lemonade-ice-1,,Cranberry Lemonade Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-ab5000-cranberry-lemonade-ice-1
lucy-breakers-apple-ice,,Apple Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lucy-breakers-apple-ice
pod-mesh-flo-berry-watermelon,Pod Mesh FLO,Berry Watermelon (Ice),False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-mesh-flo-berry-watermelon
fume-extra-blueberry-mint,Fume Extra,Blueberry Mint,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-extra-blueberry-mint
air-bar-diamond-box-20000-blue-razz-ice-1,,Blue Razz Ice,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/air-bar-diamond-box-20000-blue-razz-ice-1
monster-bars-3500-blueberry-jam,Monster Bars 3500,Blueberry Jam,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/monster-bars-3500-blueberry-jam
rama-16000-banana-ice,,Banana Ice,True,False,True,False,True,True,True,False,False,True,False,https://getpop.co/products/rama-16000-banana-ice
esco-bars-mesh-2500-blueberry,Esco Bars Mesh 2500,Blueberry (H2O by Aquios),False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-2500-blueberry
kado-bar-br5000-blue-razz-lemon,Kado Bar BR5000,Blue Razz Lemon,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/kado-bar-br5000-blue-razz-lemon
air-bar-atron-5000-berry-freeze,,Berry Freeze,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-atron-5000-berry-freeze
esco-bars-mesh-6000-blueberry-bubblegum,Esco Bars Mesh 6000,Blueberry Bubblegum,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-6000-blueberry-bubblegum
hyppe-max-flow-aloe-grape,Hyppe Max Flow,Aloe Grape,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyppe-max-flow-aloe-grape
flum-pebble-6000-apple,Flum Pebble 6000,Apple,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/flum-pebble-6000-apple
esco-bars-mesh-2500-aloe-mango-melon,Esco Bars Mesh 2500,Aloe Mango Melon,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-2500-aloe-mango-melon
elux-cyberover-18000-blue-razz-ice,,Blue Razz Ice,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/elux-cyberover-18000-blue-razz-ice
air-bar-diamond-500-blueberry-raspberry,Air Bar Diamond 500,Blueberry Raspberry,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-diamond-500-blueberry-raspberry
packspod-5000-dominican-grabba,,Dominican Grabba (Tobacco),False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/packspod-5000-dominican-grabba
geek-bar-skyview-25k-cherry-strazz,,Cherry Strazz,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/geek-bar-skyview-25k-cherry-strazz
kado-bar-br5000-black-ice,Kado Bar BR5000,Black Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/kado-bar-br5000-black-ice
fume-ultra-blueberry-guava-1,Fume Ultra 2500,Blueberry Guava,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-ultra-blueberry-guava-1
hyde-iq-recharge-blue-razz-ice,Hyde,Blue Razz Ice,True,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hyde-iq-recharge-blue-razz-ice
kado-bar-kb10000-frozen-watermelon,,Frozen Watermelon,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/kado-bar-kb10000-frozen-watermelon
esco-bars-mesh-6000-bubbleberry,Esco Bars Mesh 6000,Bubbleberry,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-6000-bubbleberry
fume-extra-double-apple,Fume Extra,Double Apple,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-extra-double-apple
geek-bar-pulse-15000-crazy-melon-1,,Crazy Melon (Virgo),True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/geek-bar-pulse-15000-crazy-melon-1
tyson-round-2-cherry-banana,,Cherry Banana,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/tyson-round-2-cherry-banana
pod-mesh-flo-cookies-and-cream,Pod Mesh FLO,Cookies and Cream,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-mesh-flo-cookies-and-cream
foodgod-zero-banana-azul,Foodgod Zero,Banana Azul 0%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/foodgod-zero-banana-azul
esco-bars-mesh-6000-black-dragon-ice,Esco Bars Mesh 6000,Black Dragon Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-6000-black-dragon-ice
tyson-2-0-heavy-weight-7000-frozen-grape,,Frozen Grape,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/tyson-2-0-heavy-weight-7000-frozen-grape
custard-monster-salt-blackberry-custard,Custard Monster Salt,Blackberry Custard,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/custard-monster-salt-blackberry-custard
hyde-edge-recharge-banana-ice,Hyde,Banana Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyde-edge-recharge-banana-ice
pod-juice-salt-blue-razz-slushy-freeze,Pod Juice Salt,Blue Razz Slushy Freeze,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-juice-salt-blue-razz-slushy-freeze
raz-tn9000-clear-1,,Clear,False,False,False,False,True,True,False,False,True,False,False,https://getpop.co/products/raz-tn9000-clear-1
fogx-box-6000-cool-mint,Fog X Box 6000,Cool Mint,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fogx-box-6000-cool-mint
air-bar-nex-6500-blueberry-grape-mint,Air Bar Nex 6500,Blueberry Grape Mint,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-nex-6500-blueberry-grape-mint
kado-bar-br5000-clear,Kado Bar BR5000,Clear,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/kado-bar-br5000-clear
tyson-2-0-heavy-weight-7000-frozen-mango,,Frozen Mango,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/tyson-2-0-heavy-weight-7000-frozen-mango
hyde-n-bar-mini-fresh-vanilla,Hyde N-Bar Mini 2500,Fresh Vanilla,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/hyde-n-bar-mini-fresh-vanilla
stig-xl-crisp-apple,STIG,Crisp Apple,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/stig-xl-crisp-apple
pop-hit-extra-3000-tfn-chilled-banana,Pop HIT Extra,Chilled Banana,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-extra-3000-tfn-chilled-banana
hqd-cuvie-plus-2-0-black-ice,HQD Cuvie Plus,Black Ice,True,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-plus-2-0-black-ice
twist-6000-arctic-cool-mint,,Arctic Cool Mint,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/twist-6000-arctic-cool-mint
fume-eternity-20000-blueberries-kiwi-watermelon,,Blueberries Kiwi Watermelon,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/fume-eternity-20000-blueberries-kiwi-watermelon
pod-2500-mesh-cool-mint,Pod 2500,Cool Mint / Jewel Mint,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-2500-mesh-cool-mint
pod-pocket-7500-fruity-bears,,Fruity Bears,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/pod-pocket-7500-fruity-bears
air-bar-mini-2000-fruit-cereal,Air Bar Mini 2000,Fruit Cereal,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-mini-2000-fruit-cereal
north-ft12000-frozen-raspberry,,Frozen Raspberry,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/north-ft12000-frozen-raspberry
air-bar-lux-cranberry-grape,Air Bar Lux,Cranberry Grape,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-lux-cranberry-grape
geek-bar-pulse-15000-frozen-blackberry-fab,,Frozen Blackberry Fab,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/geek-bar-pulse-15000-frozen-blackberry-fab
smok-spaceman-prism-20k-cali-lemonade,SMOK,Cali Lemonade,True,False,False,False,True,True,True,False,False,True,False,https://getpop.co/products/smok-spaceman-prism-20k-cali-lemonade
hqd-cuvie-plus-chocolate-mint,HQD Cuvie Plus,Chocolate Mint,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-plus-chocolate-mint
puff-plus-aloe-grape,Puff Plus,Aloe Grape,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/puff-plus-aloe-grape
lost-mary-os5000-blueberry-ice,Lost Mary OS5000,Blueberry / Blueberry Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-blueberry-ice
raz-tn9000-banana-coconut-1,,Banana Coconut,False,False,False,False,True,True,False,False,True,False,False,https://getpop.co/products/raz-tn9000-banana-coconut-1
hyppe-max-flow-supreme-aloe-orange,Hyppe Max Flow,Aloe Orange,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyppe-max-flow-supreme-aloe-orange
lost-mary-mo5000-citrus-sunrise,Lost Mary MO5000,Citrus Sunrise,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/lost-mary-mo5000-citrus-sunrise
hyppe-max-flow-supreme-cotton-candy-freeze,Hyppe Max Flow,Cotton Clouds,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyppe-max-flow-supreme-cotton-candy-freeze
